case,number,f_73,f_59,f_25,f_120,f_55,f_178,f_179,f_81,f_17,f_47
Case002-1,215883,0.5263402462005615,0.5047112703323364,0.5185801386833191,0.573570191860199,0.5163048505783081,0.5807886719703674,0.5822237730026245,0.5282655954360962,0.5296839475631714,0.522459864616394
Case002-1,216018,0.6245655417442322,0.6290958523750305,0.5985473990440369,0.6432974934577942,0.6720989346504211,0.7120833396911621,0.6272513270378113,0.6118882894515991,0.6223982572555542,0.6229766607284546
Case003-2,7940,0.47651407122612,0.7524772882461548,0.4673372507095337,0.602200984954834,0.5219430923461914,0.5694354176521301,0.4512875974178314,0.4714161455631256,0.5026177763938904,0.4638077616691589
Case003-2,7941,0.4770462810993194,0.7307794690132141,0.5160868167877197,0.636169970035553,0.6168888807296753,0.6374637484550476,0.3487020432949066,0.5131605267524719,0.4965178966522217,0.4821662008762359
Case003-2,7987,0.5044341683387756,0.7612641453742981,0.4885072112083435,0.6515650749206543,0.5411373972892761,0.6152086853981018,0.3813463747501373,0.5910764932632446,0.3232631087303161,0.4725579023361206
Case003-2,8293,0.5822994112968445,0.6523281335830688,0.5551331043243408,0.7497559785842896,0.6491844058036804,0.6553621292114258,0.8721014261245728,0.7085394859313965,0.659009575843811,0.5619613528251648
Case003-2,8300,0.5709001421928406,0.6507459878921509,0.5546361207962036,0.7203891277313232,0.6219146251678467,0.6628060340881348,0.7920847535133362,0.7324269413948059,0.6991322636604309,0.5647300481796265
Case003-2,8307,0.6478459239006042,0.7798388004302979,0.7920801043510437,0.6581680178642273,0.7707345485687256,0.6056133508682251,0.8124316930770874,0.8019396662712097,0.7816787958145142,0.6502690315246582
Case003-2,8320,0.7127993702888489,0.8168599605560303,0.8161657452583313,0.7056792378425598,0.7627293467521667,0.6557530164718628,0.774806559085846,0.8268467783927917,0.7782673835754395,0.6934095621109009
Case003-2,8349,0.830717146396637,0.7371369004249573,0.8300663232803345,0.76880943775177,0.78533536195755,0.7270956635475159,0.7315419912338257,0.7898010611534119,0.7194746732711792,0.7648109197616577
Case003-2,8433,0.7164100408554077,0.7525885105133057,0.7319814562797546,0.6469377875328064,0.7789242267608643,0.6546359062194824,0.715554416179657,0.7299789786338806,0.737095296382904,0.6852255463600159
Case003-2,8524,0.5455871820449829,0.5699626803398132,0.5019902586936951,0.6181036829948425,0.5396063327789307,0.4849652349948883,0.6266512274742126,0.7556368112564087,0.5475121736526489,0.5487686395645142
Case003-2,8565,0.2986688911914825,0.4658151865005493,0.3147721588611603,0.3182795643806457,0.3497228324413299,0.3801552355289459,0.5443636178970337,0.4357448518276214,0.4002331495285034,0.3107715547084808
Case003-2,8646,0.460668534040451,0.6136496067047119,0.4901791512966156,0.4616343677043915,0.5156424045562744,0.4907881021499634,0.7380073666572571,0.5782138705253601,0.5434156656265259,0.4753565192222595
Case003-2,8979,0.4276411533355713,0.5361263155937195,0.4613003134727478,0.4525777399539947,0.4091872870922088,0.4474637806415558,0.5874595642089844,0.50724196434021,0.5470588207244873,0.4243364632129669
Case003-2,12219,0.5436348915100098,0.6268972754478455,0.5699188709259033,0.5869021415710449,0.4969930350780487,0.5709308385848999,0.6758098602294922,0.6362870335578918,0.56119304895401,0.421883076429367
Case003-2,12234,0.7885355949401855,0.8168148994445801,0.8339477777481079,0.8388189673423767,0.7696273326873779,0.7132260799407959,0.8749373555183411,0.8601112365722656,0.8525905609130859,0.7579956650733948
Case003-2,12235,0.8771657347679138,0.7626222968101501,0.8074109554290771,0.8007689118385315,0.8484100103378296,0.6032691597938538,0.7422027587890625,0.7828410267829895,0.7962616682052612,0.805213212966919
Case003-2,12271,0.8083184957504272,0.4017210006713867,0.652230441570282,0.4995223581790924,0.669264554977417,0.4275507628917694,0.2913213074207306,0.4411753714084625,0.5962849855422974,0.671795666217804
Case003-2,12322,0.8173125386238098,0.6865189075469971,0.7353933453559875,0.7931172251701355,0.7424912452697754,0.7119400501251221,0.6430314183235168,0.7121111750602722,0.7099534273147583,0.6831448674201965
Case003-2,12365,0.7579824924468994,0.6581713557243347,0.7213587164878845,0.7756307721138,0.7215077877044678,0.6397002935409546,0.6719589233398438,0.7243044376373291,0.7055856585502625,0.6639596819877625
Case003-2,12370,0.739832878112793,0.6584222912788391,0.7334014177322388,0.7731983065605164,0.7220055460929871,0.6496592164039612,0.6384679675102234,0.6811577081680298,0.7045367360115051,0.6302534341812134
Case003-2,12992,0.6040083169937134,0.5439407825469971,0.5882237553596497,0.6768929958343506,0.6904920935630798,0.5678842067718506,0.3820879757404327,0.4784605801105499,0.4328963458538055,0.669086754322052
Case003-2,13352,0.3706688284873962,0.2979515790939331,0.3667908012866974,0.3115845620632171,0.4031466841697693,0.3425540626049042,0.103431612253189,0.1742450594902038,0.3100561201572418,0.4327774047851562
Case003-2,13910,0.6770888566970825,0.4361507594585418,0.5950304865837097,0.6312188506126404,0.6576863527297974,0.4844765365123749,0.3489231467247009,0.4427999556064605,0.4646298587322235,0.5056885480880737
Case003-2,14330,0.7019034624099731,0.4853951930999756,0.5917859077453613,0.6799238920211792,0.6808834075927734,0.5111731886863708,0.4370975792407989,0.5032293796539307,0.524193525314331,0.6054608225822449
Case003-2,14350,0.6663078665733337,0.4175538718700409,0.5581914186477661,0.5871814489364624,0.622791051864624,0.3342199325561523,0.206971675157547,0.3675799071788788,0.5609966516494751,0.5401616096496582
Case003-2,14386,0.6720434427261353,0.5163934230804443,0.6257545351982117,0.7034356594085693,0.6715436577796936,0.5738580226898193,0.4261690378189087,0.6407106518745422,0.5521518588066101,0.5986121296882629
Case003-2,14423,0.7120175957679749,0.6711968183517456,0.6780106425285339,0.6986161470413208,0.7223826050758362,0.6854032874107361,0.6103026866912842,0.6904359459877014,0.6598355174064636,0.678916335105896
Case003-2,14462,0.7467573881149292,0.7264701128005981,0.7146637439727783,0.7446290254592896,0.7270041704177856,0.7270394563674927,0.696530818939209,0.6985182762145996,0.6981876492500305,0.6237581372261047
Case003-2,14972,0.6123954057693481,0.5931605100631714,0.566408097743988,0.6842894554138184,0.6591767072677612,0.5369333624839783,0.586127519607544,0.7500783205032349,0.5752549767494202,0.47636479139328
Case003-2,14996,0.7519521117210388,0.743630588054657,0.7233597636222839,0.7756342887878418,0.7799128890037537,0.6781197190284729,0.6718608140945435,0.7449777126312256,0.7635077238082886,0.648602306842804
Case003-2,15086,0.7000870704650879,0.5731477737426758,0.642957866191864,0.5866578221321106,0.646701991558075,0.6043969392776489,0.4785155057907104,0.6391507983207703,0.6923163533210754,0.6239178776741028
Case004-1,141813,0.4340659379959106,0.5671712160110474,0.4935769140720367,0.5269390940666199,0.5081042051315308,0.4423054158687591,0.5403292775154114,0.6234983801841736,0.5033050179481506,0.5462512373924255
Case004-1,142923,0.7720386385917664,0.7903214693069458,0.8395289182662964,0.8147226572036743,0.7615672945976257,0.74933922290802,0.7481526136398315,0.8427731394767761,0.7853484749794006,0.7451088428497314
Case004-1,142932,0.7548256516456604,0.7271080613136292,0.7886269688606262,0.803085207939148,0.7216528654098511,0.6333333253860474,0.7039362192153931,0.7705495357513428,0.7651335597038269,0.6927745938301086
Case004-1,142993,0.7330421805381775,0.7335608601570129,0.7877742648124695,0.7432489991188049,0.769264280796051,0.7167736887931824,0.7689990997314453,0.7869071364402771,0.7595924735069275,0.7255427241325378
Case004-1,143264,0.5795397758483887,0.6826502680778503,0.6669225096702576,0.7076405882835388,0.6439142823219299,0.573749303817749,0.7055083513259888,0.7132538557052612,0.6502735018730164,0.6392134428024292
Case004-1,143545,0.652453601360321,0.5694697499275208,0.6085964441299438,0.7663741707801819,0.6260659694671631,0.6106857061386108,0.5578075647354126,0.6936604380607605,0.6836717128753662,0.6551564931869507
Case004-1,144139,0.8955929279327393,0.7932626008987427,0.8587185144424438,0.8218584060668945,0.8173038363456726,0.9035812616348268,0.8265581727027893,0.7898132801055908,0.7933385968208313,0.7779132723808289
Case004-1,147509,0.7383183240890503,0.6648611426353455,0.7552392482757568,0.7163931131362915,0.7663899064064026,0.7778679728507996,0.6520811319351196,0.6777634024620056,0.7605940699577332,0.7889500260353088
Case004-1,147518,0.8364510536193848,0.7263532876968384,0.7661310434341431,0.8444150686264038,0.8370634317398071,0.7626366019248962,0.7546086311340332,0.8382568955421448,0.7523955702781677,0.781159520149231
Case004-1,147586,0.8488898277282715,0.8150616884231567,0.8531259894371033,0.8330879807472229,0.8165693283081055,0.8108961582183838,0.7768093347549438,0.8400235176086426,0.8428472280502319,0.8483346104621887
Case004-1,147605,0.7013272047042847,0.7171607613563538,0.703439474105835,0.7669162750244141,0.6939187049865723,0.5764141082763672,0.6791188716888428,0.6138756275177002,0.6764653325080872,0.7107789516448975
Case004-1,147756,0.877609133720398,0.8923475742340088,0.8780142664909363,0.8757548332214355,0.8735724687576294,0.8249529004096985,0.8348644375801086,0.8808925151824951,0.8811594247817993,0.9192561507225036
Case004-1,147997,0.926749050617218,0.9201793670654296,0.9360092878341676,0.9294752478599548,0.8897206783294678,0.8537811636924744,0.9352218508720398,0.82682865858078,0.9295145273208618,0.8926844596862793
Case004-1,148097,0.8588085174560547,0.9058257341384888,0.8753337860107422,0.8803374767303467,0.8609304428100586,0.8406744003295898,0.7924217581748962,0.8517415523529053,0.8455227613449097,0.8794596195220947
Case004-1,148428,0.7683977484703064,0.8674522638320923,0.8597173690795898,0.8998852968215942,0.8335385918617249,0.8546786308288574,0.7997828722000122,0.8899101614952087,0.8844038844108582,0.8397374749183655
Case004-1,148579,0.8409362435340881,0.8671292066574097,0.9043533205986024,0.7960978746414185,0.7590416669845581,0.8169854283332825,0.8233404755592346,0.7755776643753052,0.7630152106285095,0.795122504234314
Case004-1,148686,0.8831775784492493,0.8468440771102905,0.8761203289031982,0.8582484126091003,0.8707515001296997,0.8807688355445862,0.821349561214447,0.8955045342445374,0.8360345959663391,0.863707423210144
Case004-1,148709,0.8468027710914612,0.8632746934890747,0.8921158909797668,0.8868519067764282,0.8540624976158142,0.8477101922035217,0.8820582032203674,0.8991629481315613,0.865132212638855,0.8977662324905396
Case004-1,148718,0.8445300459861755,0.8863252401351929,0.8911084532737732,0.8719947934150696,0.8729544281959534,0.8704965710639954,0.8394238352775574,0.8538402915000916,0.8466061949729919,0.859950840473175
Case004-1,148777,0.3257854878902435,0.3920386135578155,0.3520506918430328,0.5077157020568848,0.3425432741641998,0.4115384519100189,0.5469845533370972,0.4136487245559692,0.3712771832942962,0.5068323016166687
Case004-1,148782,0.3638118207454681,0.3410090506076813,0.3938869535923004,0.5245245099067688,0.4691061675548553,0.4732484221458435,0.6946428418159485,0.4538123309612274,0.3365724384784698,0.7492477297782898
Case004-1,148993,0.7089285850524902,0.7454538345336914,0.7435989379882812,0.8362842798233032,0.7997223734855652,0.7774943709373474,0.6785569190979004,0.7799992561340332,0.7049404382705688,0.7301069498062134
Case004-1,149025,0.90795236825943,0.8787438273429871,0.874356210231781,0.8705000281333923,0.908455491065979,0.8808346390724182,0.927563488483429,0.8757625222206116,0.8722478151321411,0.8777663111686707
Case004-1,149056,0.7503547072410583,0.7864508628845215,0.8859947919845581,0.8218735456466675,0.8497042655944824,0.8064578771591187,0.7937781810760498,0.846757709980011,0.7979435920715332,0.8059189319610596
Case004-1,149417,0.8106339573860168,0.8394944071769714,0.9023677706718444,0.9147049188613892,0.8916432857513428,0.7802486419677734,0.8047853708267212,0.872166097164154,0.7658967971801758,0.7763440608978271
Case004-1,149478,0.8971904516220093,0.9046837091445924,0.9583553671836852,0.9318828582763672,0.9118521213531494,0.8626329898834229,0.9349075555801392,0.8970038294792175,0.8921698927879333,0.8762911558151245
Case004-1,149516,0.6103079915046692,0.6914929151535034,0.7546018362045288,0.8479905724525452,0.7334597110748291,0.5794931650161743,0.8039859533309937,0.6556246876716614,0.6664251685142517,0.6945774555206299
Case004-1,149636,0.4449942409992218,0.4257206320762634,0.5724201202392578,0.5535741448402405,0.4761765599250793,0.4259142577648163,0.5997501015663147,0.3849287033081054,0.4267560541629791,0.501562237739563
Case004-1,149637,0.4513335525989532,0.4359255135059356,0.5828526020050049,0.5594283938407898,0.6596571207046509,0.5060514211654663,0.6942492723464966,0.3568442463874817,0.4219879508018493,0.516631007194519
Case004-1,149788,0.8246937990188599,0.7719697952270508,0.8081077933311462,0.7374986410140991,0.798288881778717,0.767795741558075,0.7514852285385132,0.8113254308700562,0.8115538358688354,0.8192903995513916
Case004-1,149831,0.8115528225898743,0.8009436130523682,0.8239890336990356,0.7211583256721497,0.7403555512428284,0.7214850783348083,0.786473274230957,0.8024848103523254,0.7856113314628601,0.796624481678009
Case004-1,149880,0.830178439617157,0.8319581151008606,0.831523597240448,0.8226985335350037,0.8126727342605591,0.744751513004303,0.8104408979415894,0.7592388391494751,0.8575364947319031,0.8311898112297058
Case004-1,150061,0.6643037796020508,0.6418694257736206,0.7230982780456543,0.7828336358070374,0.7097057700157166,0.669593334197998,0.7222999334335327,0.5858227610588074,0.7213152647018433,0.7105810642242432
Case004-1,150212,0.6422041058540344,0.682668149471283,0.7000128030776978,0.7873662114143372,0.6450752019882202,0.5843284726142883,0.7804173827171326,0.6103338599205017,0.5487303137779236,0.6130338311195374
Case004-1,150363,0.8176132440567017,0.7193350195884705,0.7407066822052002,0.8091708421707153,0.7638341784477234,0.7318432331085205,0.8323801159858704,0.7023840546607971,0.8342069387435913,0.7674523591995239
Case004-1,150389,0.80483478307724,0.7641841769218445,0.7645220160484314,0.787042498588562,0.7229692339897156,0.6432286500930786,0.7564780712127686,0.7594584822654724,0.7222703099250793,0.7516523599624634
Case006-1,208726,0.2276715040206909,0.2320157140493393,0.2556017935276031,0.164159208536148,0.2091310769319534,0.2181113064289093,0.1781458854675293,0.1890498697757721,0.1756484359502792,0.2295457869768142
Case006-1,208749,0.4287864565849304,0.3524715602397918,0.4341906309127807,0.3851317763328552,0.3498782813549042,0.307241290807724,0.2966121733188629,0.3471226990222931,0.2534511685371399,0.3563053905963897
Case006-1,208784,0.820305585861206,0.7134971022605896,0.7377655506134033,0.7271758317947388,0.6253872513771057,0.5944831967353821,0.6998202800750732,0.5827522277832031,0.6252608299255371,0.6855595111846924
Case006-1,208786,0.8079904317855835,0.7755284905433655,0.7435019612312317,0.759449303150177,0.7254915833473206,0.6450356841087341,0.8030730485916138,0.595305323600769,0.78099125623703,0.7598540186882019
Case006-1,208799,0.6893399357795715,0.8339666724205017,0.778100848197937,0.7661152482032776,0.7811960577964783,0.5979315042495728,0.8055794835090637,0.6787111163139343,0.6987951993942261,0.7223697900772095
Case006-1,208820,0.308174580335617,0.405381441116333,0.4595290720462799,0.3353593647480011,0.2478065639734268,0.3501765727996826,0.3202621042728424,0.2883925139904022,0.192658931016922,0.2305169701576233
Case006-1,208829,0.4433745443820953,0.2764104008674621,0.470194548368454,0.3779431879520416,0.3554145097732544,0.3342021405696869,0.3830869197845459,0.4627230763435364,0.342631071805954,0.3390719592571258
Case006-1,208850,0.489090085029602,0.4144953191280365,0.5363298654556274,0.4797258675098419,0.4007090032100677,0.3899179995059967,0.4199962019920349,0.328501284122467,0.3942105174064636,0.4966701865196228
Case006-1,208927,0.5024538040161133,0.4794419705867767,0.5176193118095398,0.4474532604217529,0.4689125716686249,0.3352185487747192,0.466601014137268,0.2397847771644592,0.4480162858963012,0.4998962581157684
Case006-1,208988,0.6120991706848145,0.5298556685447693,0.6117283701896667,0.5755054950714111,0.5713637471199036,0.4176408648490906,0.5653412342071533,0.4129650592803955,0.5480515360832214,0.5832136273384094
Case006-1,209232,0.550476610660553,0.4655726850032806,0.525224506855011,0.4267492890357971,0.4605043530464172,0.4198532104492187,0.5215497612953186,0.4403826296329498,0.399459958076477,0.4741087257862091
Case006-1,209272,0.7709452509880066,0.7576049566268921,0.6983681917190552,0.751336395740509,0.7697772979736328,0.6596245765686035,0.652137279510498,0.6800734996795654,0.6522477865219116,0.7326400876045227
Case006-1,209338,0.4835890233516693,0.480558842420578,0.4822137951850891,0.5370398759841919,0.51494300365448,0.4212335348129272,0.4527879059314728,0.463881254196167,0.4720134437084198,0.4554455578327179
Case006-1,209434,0.5376473665237427,0.5691346526145935,0.5417478680610657,0.5201081037521362,0.4908888638019562,0.5066479444503784,0.4964756369590759,0.4792305827140808,0.5533837080001831,0.5271736979484558
Case006-1,209536,0.4656984806060791,0.4793006777763366,0.57878178358078,0.2910337150096893,0.4216253161430359,0.4464481472969055,0.3463585376739502,0.2754088044166565,0.4367079138755798,0.3855764269828796
Case006-1,209956,0.0416834130883216,0.1501353979110717,0.1395474523305893,0.0669095739722251,0.0460738874971866,0.0805765837430954,0.0424005575478076,0.0357327796518802,0.1643329560756683,0.1292739510536193
Case006-1,209968,0.0502783469855785,0.1288907378911972,0.1142783090472221,0.0602930895984172,0.0521224103868007,0.12484011054039,0.0274589490145444,0.0101164728403091,0.1154343336820602,0.0837339535355568
Case006-1,209997,0.2063694298267364,0.2988543510437011,0.3044131994247436,0.2522816658020019,0.1564735323190689,0.2186893224716186,0.1790916919708252,0.2564511001110077,0.2817342281341553,0.2658659219741821
Case006-1,210153,0.1687301099300384,0.1963900923728943,0.1872211992740631,0.2259116470813751,0.1987320482730865,0.1455124765634536,0.1479116529226303,0.1719402223825454,0.1915540844202041,0.1868373155593872
Case006-1,210254,0.1060991138219833,0.1568086445331573,0.1370003670454025,0.1583518236875534,0.1742722541093826,0.1032244861125946,0.1407143622636795,0.0938041284680366,0.169445514678955,0.1578797399997711
Case006-1,210521,0.1175088137388229,0.1304607987403869,0.1283809840679168,0.1311572641134262,0.1468710154294967,0.1054360345005989,0.0743744075298309,0.0684913769364357,0.1156316921114921,0.0997650995850563
Case006-1,211281,0.2069423198699951,0.2358242273330688,0.2361804544925689,0.2447337061166763,0.2429302781820297,0.2012599259614944,0.1380457729101181,0.2490893304347992,0.2660374939441681,0.2331032752990722
Case006-1,213429,0.1238380596041679,0.1287183165550232,0.1311329156160354,0.1251234114170074,0.1075896546244621,0.0858488902449607,0.1090173870325088,0.050742782652378,0.1034456416964531,0.1216568797826767
Case006-1,213992,0.3348722457885742,0.3333965539932251,0.4798301458358764,0.2149519771337509,0.2333314418792724,0.3314897716045379,0.3781473636627197,0.5323538184165955,0.4058882892131805,0.3718667924404144
Case006-1,214629,0.2481229901313781,0.1730667352676391,0.1677894592285156,0.1361426264047622,0.183406725525856,0.1390983164310455,0.1768685579299926,0.1404158920049667,0.180627554655075,0.1124526187777519
Case006-1,214645,0.1106009185314178,0.0980365574359893,0.1130293384194374,6.711859540375896e-11,0.1012351289391517,0.1333618313074112,0.0132065508514642,0.1437648981809616,0.0232431460171937,0.0729411765933036
Case006-1,214768,0.5944206118583679,0.4308817386627197,0.5470696687698364,0.4108682870864868,0.4361501932144165,0.4767818748950958,0.4869202375411987,0.6182587742805481,0.6532805562019348,0.4852967858314514
Case006-1,214859,0.5841078162193298,0.4988059103488922,0.4826943576335907,0.4701500535011291,0.6675200462341309,0.4725009799003601,0.5684919953346252,0.556769609451294,0.6016143560409546,0.4695821404457092
Case006-1,214893,0.6375923156738281,0.4551117718219757,0.5839797854423523,0.4277048110961914,0.5589801669120789,0.5329747200012207,0.5498002171516418,0.5539962649345398,0.5908578038215637,0.438904345035553
Case006-1,215010,0.4023130238056183,0.3463220000267029,0.3427177965641022,0.3291365802288055,0.3936061561107635,0.4164871573448181,0.4056724905967712,0.3848074376583099,0.4577821493148803,0.2950858473777771
Case006-1,215221,0.6240394711494446,0.5647919178009033,0.6376451849937439,0.4945765137672424,0.5927772521972656,0.5560317039489746,0.5486965179443359,0.6762491464614868,0.6121971607208252,0.5938935875892639
Case006-1,215242,0.6571950316429138,0.6426286697387695,0.721293032169342,0.5262030959129333,0.6605563759803772,0.6738636493682861,0.563410222530365,0.6057435870170593,0.7371811866760254,0.6308571696281433
Case006-1,215284,0.8001773953437805,0.6339648365974426,0.6761035919189453,0.5828171968460083,0.7620763182640076,0.6377609968185425,0.6730583310127258,0.6039666533470154,0.7069833874702454,0.6958093047142029
Case006-1,215675,0.6052196621894836,0.624284565448761,0.6265103220939636,0.5694860816001892,0.5992163419723511,0.5655350089073181,0.6627041697502136,0.6607247591018677,0.5565640926361084,0.6079061031341553
Case006-1,215736,0.6453315615653992,0.5241180062294006,0.500277578830719,0.4434422254562378,0.5356425642967224,0.4113229215145111,0.4736259281635284,0.4821731746196747,0.5317363739013672,0.5276634097099304
Case006-1,216697,0.3653510808944702,0.2854894697666168,0.303806334733963,0.336245059967041,0.3847790658473968,0.3650969564914703,0.3263959884643554,0.3578478693962097,0.3675263524055481,0.3543608784675598
Case006-1,217629,0.1376373320817947,0.1211369112133979,0.141078844666481,0.1231245324015617,0.1728248596191406,0.1093257889151573,0.1309972107410431,0.1881645172834396,0.1310618966817855,0.1348119974136352
Case006-1,217809,0.2573513090610504,0.284803569316864,0.1949716359376907,0.3413218855857849,0.2630775570869446,0.2231163680553436,0.4139571785926819,0.2762468159198761,0.2617599070072174,0.1400999724864959
Case006-1,218139,0.6576707363128662,0.4744047522544861,0.5985817909240723,0.4270813167095184,0.46114581823349,0.5369008183479309,0.6354554295539856,0.5792088508605957,0.6021864414215088,0.4395857453346252
Case007-1,121748,0.5417677760124207,0.548367977142334,0.5809432864189148,0.5675719380378723,0.5504851341247559,0.5649634003639221,0.5852638483047485,0.5887688994407654,0.5740149617195129,0.5550649762153625
Case007-1,121855,0.0337801277637481,0.0155567685142159,0.0474871918559074,0.0136745190247893,0.0660987645387649,0.0990858152508735,0.001538784475997,0.001519885379821,0.0770430788397789,0.0652348026633262
Case007-1,121916,0.2398020029067993,0.2562994956970215,0.2726354897022247,0.2405991107225418,0.2357375472784042,0.2967914342880249,0.2362791895866394,0.3147726655006408,0.2520482540130615,0.2655838131904602
Case007-1,122018,0.3831798732280731,0.3974159359931946,0.4554753005504608,0.4118070602416992,0.3926913142204284,0.4263113141059875,0.4628392457962036,0.4831130802631378,0.42947918176651,0.4549050629138946
Case007-1,122059,0.2709099352359772,0.2855099439620971,0.2957110702991485,0.2738560438156128,0.2579143047332763,0.2996973097324371,0.2924164831638336,0.3473366796970367,0.3188470304012298,0.296578586101532
Case007-1,122099,0.2881661653518677,0.2847240567207336,0.2951963245868683,0.2925341725349426,0.2620152235031128,0.3331034481525421,0.3334552943706512,0.3521369695663452,0.2933163344860077,0.3145838975906372
Case007-1,122240,0.1815609484910965,0.1958871036767959,0.1997399181127548,0.1809147894382476,0.1773062795400619,0.2097879499197006,0.1869230717420578,0.1837782859802246,0.1793245077133178,0.1931752413511276
Case007-1,122320,0.1118812412023544,0.0869238823652267,0.0593251772224903,0.0897944644093513,0.1029256656765937,0.1378586888313293,0.1268950700759887,0.0874960422515869,0.1087884679436683,0.0572872795164585
Case007-1,122361,0.1712260693311691,0.1987269818782806,0.184556633234024,0.1961580365896225,0.1926158964633941,0.205030009150505,0.2017111778259277,0.1424463540315628,0.1894696503877639,0.1809859871864318
Case007-1,122401,0.3621205985546112,0.355561226606369,0.3752039074897766,0.371522456407547,0.3374109268188476,0.3761904835700989,0.3634612262248993,0.3302618563175201,0.3492507040500641,0.3732654750347137
Case007-1,122422,0.2832494080066681,0.3215214908123016,0.3110668063163757,0.3114897310733795,0.2912293374538421,0.3092001676559448,0.3231504559516907,0.2928877770900726,0.3061146736145019,0.3158182203769684
Case007-1,122462,0.4463915526866913,0.4585559368133545,0.4784700870513916,0.4472336769104004,0.4110537767410278,0.4690279960632324,0.4550319910049438,0.4747474789619446,0.4673500657081604,0.4625959694385528
Case007-1,122488,0.2888514995574951,0.3190965354442596,0.2997991442680359,0.2823133766651153,0.2667236328125,0.3028672337532043,0.3118823170661926,0.3140762746334076,0.2773581147193908,0.3258576393127441
Case007-1,122518,0.187153548002243,0.2281045168638229,0.2274651527404785,0.2157133668661117,0.2011060863733291,0.2259347587823867,0.2355129271745681,0.1838070154190063,0.2157765328884124,0.2207893133163452
Case007-1,122523,0.1665587723255157,0.1911764740943908,0.183834046125412,0.1837015002965927,0.1719495952129364,0.2048103660345077,0.1935661286115646,0.1571436375379562,0.190059095621109,0.1832238584756851
Case007-1,122679,0.2372796684503555,0.323123574256897,0.3128714859485626,0.3182839751243591,0.2615709900856018,0.3134684562683105,0.2965873181819916,0.3145879209041595,0.2790717780590057,0.3212209343910217
Case007-1,122682,0.266148030757904,0.333901971578598,0.3275314271450043,0.3200557231903076,0.2856923043727875,0.3262436389923095,0.2858843505382538,0.3377230763435364,0.2926167845726013,0.3263311684131622
Case007-1,122695,0.1420293301343917,0.1656612455844879,0.1732931435108184,0.1638329327106475,0.1542425155639648,0.1757036298513412,0.1713819056749344,0.1600516587495803,0.1564762890338897,0.1501422226428985
Case007-1,122700,0.0781542509794235,0.0766583010554313,0.0810060426592826,0.0368854627013206,0.0711537599563598,0.0938279628753662,0.0594000928103923,0.0177862104028463,0.0783559307456016,0.0138289630413055
Case007-1,122820,0.1500886380672454,0.1828672438859939,0.179186075925827,0.1533184349536895,0.1463432908058166,0.1702015101909637,0.1561150401830673,0.1679188758134842,0.1738625168800354,0.164356529712677
Case007-1,125511,0.3171401023864746,0.4052544832229614,0.4203302562236786,0.3942594230175018,0.3687770068645477,0.3503760695457458,0.4047285616397857,0.3728742897510528,0.3538468480110168,0.3493081033229828
Case007-1,130710,0.2404703646898269,0.2245033085346222,0.2315105944871902,0.2193617522716522,0.2106528133153915,0.1631162464618683,0.2327297478914261,0.2284000217914581,0.2212180495262146,0.2448979616165161
Case007-1,131910,0.274449735879898,0.1217587366700172,0.1324261128902435,0.2433406561613083,0.225390538573265,0.1606379300355911,0.2770951986312866,0.2047805935144424,0.273777574300766,0.2992021143436432
Case007-1,131922,0.230127215385437,0.2474566400051117,0.2273069620132446,0.2755403220653534,0.2137522846460342,0.2559756636619568,0.2236703336238861,0.3117676973342895,0.3351427912712097,0.3124386668205261
Case007-1,131930,0.0242261104285717,0.0195675808936357,0.0223624482750892,0.0250521916896104,0.0773709192872047,0.069434605538845,0.0399362705647945,0.0188863556832075,0.0495776198804378,0.0650486648082733
Case007-1,131956,0.0246732626110315,0.0103690903633832,0.003377707209438,0.0285041835159063,0.0450812801718711,0.0500069074332714,0.0386525578796863,1.9361083569702228e-10,0.0390221513807773,0.0653224438428878
Case007-1,132057,0.0224598925560712,0.000608920759987,7.633005338902876e-11,0.0018639330519363,0.0275397431105375,0.0557280741631984,7.562580423003949e-11,9.429514113978854e-11,0.0233299639075994,9.363295555564476e-11
Case007-1,132108,0.0273727290332317,0.0191097650676965,0.0122245457023382,0.0177301857620477,0.0275241490453481,0.0403898507356643,0.0099143115803599,0.0106942793354392,0.061310451477766,0.0074087460525333
Case007-1,132139,0.0460583418607711,0.0435100235044956,0.0718977451324462,0.0033380181994289,0.0522111840546131,0.0550082884728908,0.0060308435931801,0.0089670326560735,0.0971772298216819,0.0134748881682753
Case007-1,132255,0.0336550362408161,0.0694025978446006,0.0502005964517593,0.0280141104012727,0.044710636138916,0.0440025404095649,0.0503866709768772,0.0045640389434993,0.0592435859143734,0.0267810449004173
Case007-1,132499,0.1569158434867859,0.1551377773284912,0.1748498976230621,0.1741943955421447,0.1527997851371765,0.2192915678024292,0.1691044121980667,0.1423816978931427,0.2107332646846771,0.1881002783775329
Case007-1,132575,0.1542131304740905,0.1713131368160247,0.1106598973274231,0.1405086070299148,0.1298362016677856,0.2037671208381652,0.1524598151445388,0.1075996086001396,0.18710458278656,0.1536441296339035
Case007-1,132621,0.1416932493448257,0.1399723142385482,0.1815272122621536,0.1605711132287979,0.1465237736701965,0.1735666394233703,0.1557692289352417,0.1963173896074295,0.200441837310791,0.1626680940389633
Case007-1,132697,0.3649095594882965,0.3829076886177063,0.389207512140274,0.3883717656135559,0.357125461101532,0.4095226228237152,0.3835216462612152,0.3656517565250397,0.3911478221416473,0.3862098157405853
